Date,Adj Close,Close,High,Low,Open,Volume,Daily_Return,MA_7,MA_21,Volatility_7,Volume_Change,Target
2020-10-07,2345.51318359375,2735.949951171875,2770.0,2703.0,2742.0,9656101,0.00797623768716993,2583.785714285714,2479.7380719866073,0.025464526110073188,-0.019323472302017586,1
2020-10-08,2422.455810546875,2825.699951171875,2885.0,2800.0,2800.0,19839329,0.032803962646158036,2640.842843191964,2502.4761672247023,0.0248848576516469,1.0545900462308753,0
2020-10-09,2411.52490234375,2812.949951171875,2829.85009765625,2780.0,2810.0,7739245,-0.004512156357829977,2687.2071358816966,2525.585693359375,0.026745363025968933,-0.6099038934230084,1
2020-10-12,2426.142333984375,2830.0,2854.0,2800.75,2815.5,4623203,0.006061269885382137,2735.4499860491073,2549.3404599144346,0.026337044148644698,-0.4026286801877961,0
2020-10-13,2423.184326171875,2826.550048828125,2854.89990234375,2812.199951171875,2845.0,4209878,-0.0012190640183303847,2778.75,2570.885695684524,0.02735765394154348,-0.08940230398708426,0
2020-10-14,2418.922607421875,2809.60009765625,2842.0,2787.550048828125,2842.0,4395936,-0.005996692391455172,2793.5785784040177,2586.0380859375,0.013134373489442701,0.04419558001443269,0
2020-10-15,2359.516845703125,2740.60009765625,2827.75,2727.0,2811.0,6629355,-0.024558655182835176,2797.3357282366073,2597.904761904762,0.017423536400744507,0.508064494114564,1
2020-10-16,2379.060791015625,2763.300048828125,2771.64990234375,2731.300048828125,2750.10009765625,5273773,0.00828283965664589,2801.2428850446427,2610.300002325149,0.017442881760923474,-0.204481733139951,0
2020-10-19,2334.506591796875,2711.550048828125,2774.0,2706.60009765625,2774.0,3331194,-0.018727607963509585,2784.9357561383927,2622.2333403087796,0.012115470759178102,-0.3683471017808313,1
2020-10-20,2358.1396484375,2739.0,2759.89990234375,2717.949951171875,2725.0,3406273,0.010123342987431894,2774.3714773995534,2636.0000116257443,0.013554183836796118,0.022538164994293286,0
2020-10-21,2303.3828125,2675.39990234375,2749.0,2663.050048828125,2739.0,4570143,-0.023220188994614865,2752.2857491629466,2646.0047665550596,0.014516879359858154,0.34168429835189373,0
